"","series","baker_name","baker","baker_age","baker_occupation","hometown","episode","result","technical","signature_bake","show_stopper"
"518",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",4,"IN",4,"Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake"
"519",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",5,"STAR BAKER",1,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
"520",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",6,"IN",2,"'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits"
"521",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",7,"IN",3,"'Classics with a Twist' Cannoli","'Classics' Sfogliatelle"
"522",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,"IN",4,"Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake"
"523",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",9,"STAR BAKER",1,"Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece"
"524",8,"Sophie Faldo","Sophie",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",10,"WINNER",2,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet"
"525",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",1,"IN",11,"Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake"
"526",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",2,"IN",9,"Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game"
"527",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",3,"IN",1,"Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture"
"528",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",4,"IN",1,"Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake"
"529",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",5,"IN",4,"Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine"
"530",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",6,"IN",6,"'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango"
"531",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",7,"IN",4,"My All Time Favourite Desserts","Pastry Surprise"
"532",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",8,"STAR BAKER",3,"Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake"
"533",8,"Stacey Hart","Stacey",42,"Former school teacher","Radlett, Hertfordshire",9,"OUT",2,"'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece"
"534",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",1,"STAR BAKER",6,"Bonfire Night Cake","'A Baker's Lunch' Cake"
"535",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",2,"STAR BAKER",6,"Amarpressi Biscuits","'Check Bake' Game"
"536",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",3,"IN",3,"Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture"
"537",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",4,"IN",7,"Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake"
"538",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",5,"IN",5,"Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine"
"539",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",6,"IN",3,"'Fleetwood Mac' Decorative Pies","Christmas Pie"
"540",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",7,"STAR BAKER",1,"Italian Style Cannoli","'Sicilian-style' Sfogliatelle"
"541",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",8,"IN",1,"'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake"
"542",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",9,"IN",3,"Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece"
"543",8,"Steven Carter-Bailey","Steven",34,"Marketer","Watford, Hertfordshire",10,"Runner-up",1,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet"
"544",8,"Tom Hetherington","Tom",29,"Architect","Edinburgh",1,"IN",7,"Gilded Pear and Cardamom Cake","'Stack of Books' Cake"
"545",8,"Tom Hetherington","Tom",29,"Architect","Edinburgh",2,"IN",5,"Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game"
"546",8,"Tom Hetherington","Tom",29,"Architect","Edinburgh",3,"IN",4,"Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture"
"547",8,"Tom Hetherington","Tom",29,"Architect","Edinburgh",4,"OUT",5,"Stem Ginger Caramel Shortbreads","Hummingbird Cake"
"548",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",1,"IN",4,"Windfall Apple Crumble Cake","'Banana-ramen' Cake"
"549",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",2,"IN",1,"'Mrs. Marian's PB 'n' B' Biscuits","'Adventures in Bakeland' Game"
"550",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",3,"IN",8,"'Mrs P's' Masala Chai Spiced Teacakes","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture"
"551",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",4,"IN",8,"'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake"
"552",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",5,"IN",6,"Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine"
"553",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",6,"IN",1,"'πr2' Decorative Pies","Chequerboard Pie"
"554",8,"Yan Tsou","Yan",46,"Laboratory research scientist","North London",7,"OUT",5,"Cannoli Cocktails","Canadian-Style Sfogliatelle"
"555",9,"Antony Amourdoux","Antony",30,"Banker","London",1,"IN",12,NA,NA
"556",9,"Antony Amourdoux","Antony",30,"Banker","London",2,"IN",9,NA,NA
"557",9,"Antony Amourdoux","Antony",30,"Banker","London",3,"OUT",8,NA,NA
"558",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",1,"IN",2,NA,NA
"559",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",2,"IN",5,NA,NA
"560",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",3,"IN",9,NA,NA
"561",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",4,"IN",5,NA,NA
"562",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",5,"IN",6,NA,NA
"563",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",6,"STAR BAKER",1,NA,NA
"564",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",7,"IN",5,NA,NA
"565",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",8,"IN",1,NA,NA
"566",9,"Briony Williams","Briony",33,"Full-time parent","Bristol",9,"OUT",3,NA,NA
"567",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",1,"IN",4,NA,NA
"568",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",2,"IN",3,NA,NA
"569",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",3,"IN",6,NA,NA
"570",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",4,"STAR BAKER",1,NA,NA
"571",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",5,"IN",2,NA,NA
"572",9,"Dan Beasley-Harling","Dan",36,"Full-time parent","London",6,"OUT",6,NA,NA
"573",9,"Imelda McCarron","Imelda",33,"Countryside recreation officer","County Tyrone",1,"OUT",11,NA,NA
"574",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",1,"IN",5,NA,NA
"575",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",2,"IN",1,NA,NA
"576",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",3,"IN",2,NA,NA
"577",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",4,"IN",3,NA,NA
"578",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",5,"IN",7,NA,NA
"579",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",6,"IN",2,NA,NA
"580",9,"Jon Jenkins","Jon",47,"Blood courier","Newport",7,"OUT",4,NA,NA
"581",9,"Karen Wright","Karen",60,"In-store sampling assistant","Wakefield",1,"IN",6,NA,NA
"582",9,"Karen Wright","Karen",60,"In-store sampling assistant","Wakefield",2,"IN",11,NA,NA
"583",9,"Karen Wright","Karen",60,"In-store sampling assistant","Wakefield",3,"IN",5,NA,NA
"584",9,"Karen Wright","Karen",60,"In-store sampling assistant","Wakefield",4,"IN",7,NA,NA
"585",9,"Karen Wright","Karen",60,"In-store sampling assistant","Wakefield",5,"OUT",9,NA,NA
"586",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",1,"IN",10,NA,NA
"587",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",2,"IN",4,NA,NA
"588",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",3,"IN",10,NA,NA
"589",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",4,"IN",6,NA,NA
"590",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",5,"STAR BAKER",4,NA,NA
"591",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",6,"IN",5,NA,NA
"592",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",7,"STAR BAKER",6,NA,NA
"593",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",8,"IN",2,NA,NA
"594",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",9,"IN",2,NA,NA
"595",9,"Kim-Joy Hewlett","Kim-Joy",27,"Mental health specialist","Leeds",10,"Runner-up",1,NA,NA
"596",9,"Luke Thompson","Luke",30,"Civil servant/house and techno DJ","Sheffield",1,"IN",8,NA,NA
"597",9,"Luke Thompson","Luke",30,"Civil servant/house and techno DJ","Sheffield",2,"OUT",7,NA,NA
"598",9,"Manon Lagrave","Manon",26,"Software project manager","London",1,"STAR BAKER",3,NA,NA
"599",9,"Manon Lagrave","Manon",26,"Software project manager","London",2,"IN",6,NA,NA
"600",9,"Manon Lagrave","Manon",26,"Software project manager","London",3,"IN",3,NA,NA
"601",9,"Manon Lagrave","Manon",26,"Software project manager","London",4,"IN",8,NA,NA
"602",9,"Manon Lagrave","Manon",26,"Software project manager","London",5,"IN",5,NA,NA
"603",9,"Manon Lagrave","Manon",26,"Software project manager","London",6,"IN",4,NA,NA
"604",9,"Manon Lagrave","Manon",26,"Software project manager","London",7,"IN",2,NA,NA
"605",9,"Manon Lagrave","Manon",26,"Software project manager","London",8,"OUT",4,NA,NA
"606",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",1,"IN",7,NA,NA
"607",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",2,"STAR BAKER",2,NA,NA
"608",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",3,"STAR BAKER",4,NA,NA
"609",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",4,"IN",4,NA,NA
"610",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",5,"IN",3,NA,NA
"611",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",6,"IN",3,NA,NA
"612",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",7,"IN",1,NA,NA
"613",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",8,"IN",5,NA,NA
"614",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",9,"IN",4,NA,NA
"615",9,"Rahul Mandal","Rahul",30,"Research scientist","Rotherham",10,"WINNER",2,NA,NA
"616",9,"Ruby Bhogal","Ruby",29,"Project manager","London",1,"IN",1,NA,NA
"617",9,"Ruby Bhogal","Ruby",29,"Project manager","London",2,"IN",10,NA,NA
"618",9,"Ruby Bhogal","Ruby",29,"Project manager","London",3,"IN",7,NA,NA
"619",9,"Ruby Bhogal","Ruby",29,"Project manager","London",4,"IN",2,NA,NA
"620",9,"Ruby Bhogal","Ruby",29,"Project manager","London",5,"IN",1,NA,NA
"621",9,"Ruby Bhogal","Ruby",29,"Project manager","London",6,"IN",7,NA,NA
"622",9,"Ruby Bhogal","Ruby",29,"Project manager","London",7,"IN",3,NA,NA
"623",9,"Ruby Bhogal","Ruby",29,"Project manager","London",8,"STAR BAKER",3,NA,NA
"624",9,"Ruby Bhogal","Ruby",29,"Project manager","London",9,"STAR BAKER",1,NA,NA
"625",9,"Ruby Bhogal","Ruby",29,"Project manager","London",10,"Runner-up",3,NA,NA
"626",9,"Terry Hartill","Terry",56,"Retired air steward","West Midlands",1,"IN",9,NA,NA
"627",9,"Terry Hartill","Terry",56,"Retired air steward","West Midlands",2,"IN",8,NA,NA
"628",9,"Terry Hartill","Terry",56,"Retired air steward","West Midlands",3,"IN",1,NA,NA
"629",9,"Terry Hartill","Terry",56,"Retired air steward","West Midlands",4,"[a]",NA,NA,NA
"630",9,"Terry Hartill","Terry",56,"Retired air steward","West Midlands",5,"OUT",8,NA,NA
"631",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",1,"IN",5,NA,NA
"632",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",2,"STAR BAKER",1,NA,NA
"633",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",3,"IN",7,NA,NA
"634",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",4,"IN",8,NA,NA
"635",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",5,"IN",6,NA,NA
"636",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",6,"IN",1,NA,NA
"637",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",7,"IN",6,NA,NA
"638",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",8,"IN",3,NA,NA
"639",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",9,"STAR BAKER",4,NA,NA
"640",10,"Alice Fevronia","Alice",28,"Geography teacher","Essex",10,"Runner-up",2,NA,NA
"641",10,"Amelia LeBruin","Amelia",24,"Fashion designer","Halifax",1,"IN",4,NA,NA
"642",10,"Amelia LeBruin","Amelia",24,"Fashion designer","Halifax",2,"IN",9,NA,NA
"643",10,"Amelia LeBruin","Amelia",24,"Fashion designer","Halifax",3,"OUT",11,NA,NA
"644",10,"Dan Chambers","Dan",32,"Support worker","Rotherham",1,"OUT",9,NA,NA
"645",10,"David Atherton","David",36,"International health adviser","Whitby",1,"IN",10,NA,NA
"646",10,"David Atherton","David",36,"International health adviser","Whitby",2,"IN",2,NA,NA
"647",10,"David Atherton","David",36,"International health adviser","Whitby",3,"IN",2,NA,NA
"648",10,"David Atherton","David",36,"International health adviser","Whitby",4,"IN",2,NA,NA
"649",10,"David Atherton","David",36,"International health adviser","Whitby",5,"IN",9,NA,NA
"650",10,"David Atherton","David",36,"International health adviser","Whitby",6,"IN",2,NA,NA
"651",10,"David Atherton","David",36,"International health adviser","Whitby",7,"IN",2,NA,NA
"652",10,"David Atherton","David",36,"International health adviser","Whitby",8,"IN",1,NA,NA
"653",10,"David Atherton","David",36,"International health adviser","Whitby",9,"IN",2,NA,NA
"654",10,"David Atherton","David",36,"International health adviser","Whitby",10,"WINNER",1,NA,NA
"655",10,"Helena Garcia","Helena",40,"Online project manager","Leeds",1,"IN",12,NA,NA
"656",10,"Helena Garcia","Helena",40,"Online project manager","Leeds",2,"IN",12,NA,NA
"657",10,"Helena Garcia","Helena",40,"Online project manager","Leeds",3,"IN",8,NA,NA
"658",10,"Helena Garcia","Helena",40,"Online project manager","Leeds",4,"IN",9,NA,NA
"659",10,"Helena Garcia","Helena",40,"Online project manager","Leeds",5,"OUT",1,NA,NA
"660",10,"Henry Bird","Henry",20,"Student","Durham",1,"IN",1,NA,NA
"661",10,"Henry Bird","Henry",20,"Student","Durham",2,"IN",6,NA,NA
"662",10,"Henry Bird","Henry",20,"Student","Durham",3,"IN",1,NA,NA
"663",10,"Henry Bird","Henry",20,"Student","Durham",4,"IN",3,NA,NA
"664",10,"Henry Bird","Henry",20,"Student","Durham",5,"IN",3,NA,NA
"665",10,"Henry Bird","Henry",20,"Student","Durham",6,"IN",4,NA,NA
"666",10,"Henry Bird","Henry",20,"Student","Durham",7,"STAR BAKER",3,NA,NA
"667",10,"Henry Bird","Henry",20,"Student","Durham",8,"OUT",5,NA,NA
"668",10,"Jamie Finn","Jamie",20,"Part-time waiter","Surrey",1,"IN",13,NA,NA
"669",10,"Jamie Finn","Jamie",20,"Part-time waiter","Surrey",2,"OUT",11,NA,NA
"670",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",1,"IN",11,NA,NA
"671",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",2,"IN",4,NA,NA
"672",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",3,"STAR BAKER",6,NA,NA
"673",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",4,"IN",7,NA,NA
"674",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",5,"IN",8,NA,NA
"675",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",6,"IN",6,NA,NA
"676",10,"Michael Chakraverty","Michael",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",7,"OUT",5,NA,NA
"677",10,"Michelle Evans-Fecci","Michelle",35,"Print shop administrator","Tenby, Wales",1,"STAR BAKER",6,NA,NA
"678",10,"Michelle Evans-Fecci","Michelle",35,"Print shop administrator","Tenby, Wales",2,"IN",8,NA,NA
"679",10,"Michelle Evans-Fecci","Michelle",35,"Print shop administrator","Tenby, Wales",3,"IN",5,NA,NA
"680",10,"Michelle Evans-Fecci","Michelle",35,"Print shop administrator","Tenby, Wales",4,"IN",5,NA,NA
"681",10,"Michelle Evans-Fecci","Michelle",35,"Print shop administrator","Tenby, Wales",5,"OUT",7,NA,NA
"682",10,"Phil Thorne","Phil",56,"HGV driver","Rainham",1,"IN",8,NA,NA
"683",10,"Phil Thorne","Phil",56,"HGV driver","Rainham",2,"IN",3,NA,NA
"684",10,"Phil Thorne","Phil",56,"HGV driver","Rainham",3,"IN",10,NA,NA
"685",10,"Phil Thorne","Phil",56,"HGV driver","Rainham",4,"OUT",6,NA,NA
"686",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",1,"IN",7,NA,NA
"687",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",2,"IN",7,NA,NA
"688",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",3,"IN",4,NA,NA
"689",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",4,"IN",10,NA,NA
"690",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",5,"IN",2,NA,NA
"691",10,"Priya O'Shea","Priya",34,"Marketing consultant","Leicester",6,"OUT",7,NA,NA
"692",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",1,"IN",2,NA,NA
"693",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",2,"IN",5,NA,NA
"694",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",3,"IN",9,NA,NA
"695",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",4,"IN",4,NA,NA
"696",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",5,"IN",5,NA,NA
"697",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",6,"IN",5,NA,NA
"698",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",7,"IN",1,NA,NA
"699",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",8,"IN",2,NA,NA
"700",10,"Rosie Brandreth-Poynter","Rosie",28,"Veterinary surgeon","Somerset",9,"OUT",1,NA,NA
"701",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",1,"IN",3,NA,NA
"702",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",2,"IN",10,NA,NA
"703",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",3,"IN",3,NA,NA
"704",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",4,"STAR BAKER",1,NA,NA
"705",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",5,"STAR BAKER",4,NA,NA
"706",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",6,"STAR BAKER",3,NA,NA
"707",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",7,"IN",4,NA,NA
"708",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",8,"STAR BAKER",4,NA,NA
"709",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",9,"IN",3,NA,NA
"710",10,"Steph Blackwell","Steph",28,"Shop assistant","Chester",10,"Runner-up",3,NA,NA
